locus_tag	ftype	length_bp	gene	EC_number	COG	product
OPGKPABH_02585	CDS	1764				hypothetical protein
OPGKPABH_02586	CDS	960	accA	2.1.3.15		Acetyl-coenzyme A carboxylase carboxyl transferase subunit alpha
OPGKPABH_02587	CDS	3483	dnaE	2.7.7.7	COG0587	DNA polymerase III subunit alpha
OPGKPABH_02588	CDS	597	rnhB	3.1.26.4	COG0164	Ribonuclease HII
OPGKPABH_02589	CDS	1149	lpxB	2.4.1.182	COG0763	Lipid-A-disaccharide synthase
OPGKPABH_02590	CDS	789	lpxA	2.3.1.129	COG1043	Acyl-[acyl-carrier-protein]--UDP-N-acetylglucosamine O-acyltransferase
OPGKPABH_02591	CDS	456	fabZ	4.2.1.59	COG0764	3-hydroxyacyl-[acyl-carrier-protein] dehydratase FabZ
OPGKPABH_02592	CDS	1026	lpxD	2.3.1.191		UDP-3-O-(3-hydroxymyristoyl)glucosamine N-acyltransferase
OPGKPABH_02593	CDS	486	skp			Chaperone protein Skp
OPGKPABH_02594	CDS	2418	bamA			Outer membrane protein assembly factor BamA
OPGKPABH_02595	CDS	1353	rseP	3.4.24.-	COG0750	Regulator of sigma-E protease RseP
OPGKPABH_02596	CDS	858	cdsA	2.7.7.41	COG0575	Phosphatidate cytidylyltransferase
OPGKPABH_02597	CDS	759	uppS	2.5.1.31	COG0020	Ditrans,polycis-undecaprenyl-diphosphate synthase ((2E,6E)-farnesyl-diphosphate specific)
OPGKPABH_02598	CDS	1197	dxr	1.1.1.267	COG0743	1-deoxy-D-xylulose 5-phosphate reductoisomerase
OPGKPABH_02599	CDS	558	frr		COG0233	Ribosome-recycling factor
OPGKPABH_02600	CDS	726	pyrH	2.7.4.22		Uridylate kinase
OPGKPABH_02601	CDS	924	tsf		COG0264	Elongation factor Ts
OPGKPABH_02602	CDS	726	rpsB		COG0052	Small ribosomal subunit protein uS2
OPGKPABH_02603	CDS	795	map	3.4.11.18		Methionine aminopeptidase
OPGKPABH_02604	CDS	2673	glnD		COG2844	Bifunctional uridylyltransferase/uridylyl-removing enzyme
OPGKPABH_02605	CDS	825	dapD	2.3.1.117	COG2171	2,3,4,5-tetrahydropyridine-2,6-dicarboxylate N-succinyltransferase
OPGKPABH_02606	CDS	1302	shiA		COG0477	Shikimate transporter
OPGKPABH_02607	CDS	387				hypothetical protein
OPGKPABH_02608	CDS	1158	cdaR_1		COG3835	Carbohydrate diacid regulator
OPGKPABH_02609	CDS	1428	degP	3.4.21.107	COG0265	Periplasmic serine endoprotease DegP
OPGKPABH_02610	CDS	1518	dgt	3.1.5.1	COG0232	Deoxyguanosinetriphosphate triphosphohydrolase
OPGKPABH_02611	CDS	699	mtnN	3.2.2.9		5'-methylthioadenosine/S-adenosylhomocysteine nucleosidase
OPGKPABH_02612	CDS	801	btuF		COG0614	Vitamin B12-binding protein
OPGKPABH_02613	CDS	624				hypothetical protein
OPGKPABH_02614	CDS	345	erpA		COG0316	Iron-sulfur cluster insertion protein ErpA
OPGKPABH_02615	CDS	1422	clcA			H(+)/Cl(-) exchange transporter ClcA
OPGKPABH_02616	CDS	1281	hemL	5.4.3.8	COG0001	Glutamate-1-semialdehyde 2,1-aminomutase
OPGKPABH_02617	CDS	840	yfcO			putative protein YfcO
OPGKPABH_02618	CDS	531	yfcP_2		COG3539	putative fimbrial-like protein YfcP
OPGKPABH_02619	CDS	477	yfcQ_2		COG3539	putative fimbrial-like protein YfcQ
OPGKPABH_02620	CDS	513	yfcR_2		COG3539	putative fimbrial-like protein YfcR
OPGKPABH_02621	CDS	753	yfcS_2		COG3121	putative fimbrial chaperone YfcS
OPGKPABH_02622	CDS	2658	steB_2			fimbrial biogenesis outer membrane usher protein SteB
OPGKPABH_02623	CDS	561	smfA			Fimbria A protein
OPGKPABH_02624	CDS	207				hypothetical protein
OPGKPABH_02625	CDS	2058	fhuB			Iron(3+)-hydroxamate import system permease protein FhuB
OPGKPABH_02626	CDS	891	fhuD		COG0614	Iron(3+)-hydroxamate-binding protein FhuD
OPGKPABH_02627	CDS	798	fhuC	7.2.2.16	COG1120	Iron(3+)-hydroxamate import ATP-binding protein FhuC
OPGKPABH_02628	CDS	2190	fhuA_2		COG4774	Ferrichrome outer membrane transporter/phage receptor
OPGKPABH_02629	CDS	2523	mrcB		COG0744	Penicillin-binding protein 1B
OPGKPABH_02630	CDS	2475	hrpB	3.6.4.13	COG1643	ATP-dependent RNA helicase HrpB
OPGKPABH_02631	CDS	531	thpR	3.1.4.58	COG1514	RNA 2',3'-cyclic phosphodiesterase
OPGKPABH_02632	CDS	705	sfsA		COG1489	Sugar fermentation stimulation protein A
OPGKPABH_02633	CDS	456	dksA		COG1734	RNA polymerase-binding transcription factor DksA
OPGKPABH_02634	CDS	942	gluQ	6.1.1.-	COG0008	Glutamyl-Q tRNA(Asp) synthetase
OPGKPABH_02635	CDS	1419	pcnB	2.7.7.19	COG0617	Poly(A) polymerase I
OPGKPABH_02636	CDS	480	folK	2.7.6.3	COG0801	2-amino-4-hydroxy-6-hydroxymethyldihydropteridine pyrophosphokinase
OPGKPABH_02637	CDS	792	panB	2.1.2.11	COG0413	3-methyl-2-oxobutanoate hydroxymethyltransferase
OPGKPABH_02638	CDS	855	panC	6.3.2.1		Pantothenate synthetase
OPGKPABH_02639	CDS	381	panD	4.1.1.11		Aspartate 1-decarboxylase
OPGKPABH_02640	CDS	1230				hypothetical protein
OPGKPABH_02641	CDS	441				hypothetical protein
OPGKPABH_02642	CDS	540	fimA_3			Type-1 fimbrial protein, A chain
OPGKPABH_02643	CDS	684	fimC		COG3121	Chaperone protein FimC
OPGKPABH_02644	CDS	2559	fimD_2		COG3188	Outer membrane usher protein FimD
OPGKPABH_02645	CDS	1041	lpfD_2		COG3539	putative minor fimbrial subunit LpfD
OPGKPABH_02646	CDS	771	yadH		COG0842	Inner membrane transport permease YadH
OPGKPABH_02647	CDS	927	yadG		COG1131	putative ABC transporter ATP-binding protein YadG
OPGKPABH_02648	CDS	663	can	4.2.1.1	COG0288	Carbonic anhydrase 2
OPGKPABH_02649	CDS	537	hpt	2.4.2.8		Hypoxanthine phosphoribosyltransferase
OPGKPABH_02650	CDS	2391	gcd	1.1.5.2	COG4993	Quinoprotein glucose dehydrogenase
OPGKPABH_02651	CDS	1611	cueO	1.16.3.4		Multicopper oxidase CueO
OPGKPABH_02652	CDS	387				hypothetical protein
OPGKPABH_02653	CDS	861	speE	2.5.1.-	COG0421	Polyamine aminopropyltransferase
OPGKPABH_02654	CDS	795	speD	4.1.1.50	COG1586	S-adenosylmethionine decarboxylase proenzyme
OPGKPABH_02655	CDS	768	glcR_2		COG1349	HTH-type transcriptional repressor GlcR
OPGKPABH_02656	CDS	984	pdxA2	1.1.1.408		D-threonate 4-phosphate dehydrogenase
OPGKPABH_02657	CDS	1272	dtnK	2.7.1.219		D-threonate kinase
OPGKPABH_02658	CDS	954	kdgT_2			2-keto-3-deoxygluconate permease
OPGKPABH_02659	CDS	363				hypothetical protein
OPGKPABH_02660	CDS	324				hypothetical protein
OPGKPABH_02661	CDS	465				hypothetical protein
OPGKPABH_02662	CDS	2598	acnB	4.2.1.3		Aconitate hydratase B
OPGKPABH_02663	CDS	1626				hypothetical protein
OPGKPABH_02664	CDS	792				hypothetical protein
OPGKPABH_02665	CDS	285				hypothetical protein
OPGKPABH_02666	CDS	1425	lpdA	1.8.1.4	COG1249	Dihydrolipoyl dehydrogenase
OPGKPABH_02667	CDS	1890	aceF	2.3.1.12	COG0508	Dihydrolipoyllysine-residue acetyltransferase component of pyruvate dehydrogenase complex
OPGKPABH_02668	CDS	2664	aceE	1.2.4.1	COG2609	Pyruvate dehydrogenase E1 component
OPGKPABH_02669	CDS	765	pdhR_3		COG2186	Pyruvate dehydrogenase complex repressor
OPGKPABH_02670	CDS	1371	aroP		COG1113	Aromatic amino acid transport protein AroP
OPGKPABH_02671	CDS	1407	yicJ_2		COG2211	Inner membrane symporter YicJ
OPGKPABH_02672	CDS	951		3.2.1.55	COG3940	Extracellular exo-alpha-(1->5)-L-arabinofuranosidase
OPGKPABH_02673	CDS	855	ampE		COG3725	Protein AmpE
OPGKPABH_02674	CDS	564	ampD	3.5.1.28		1,6-anhydro-N-acetylmuramyl-L-alanine amidase AmpD
OPGKPABH_02675	CDS	894	nadC	2.4.2.19		Nicotinate-nucleotide pyrophosphorylase [carboxylating]
OPGKPABH_02676	CDS	438	ppdD		COG4969	Prepilin peptidase-dependent protein D
OPGKPABH_02677	CDS	1386	pilB		COG2804	Type IV pilus assembly ATPase PilB
OPGKPABH_02678	CDS	1203	pilC			Type IV pilus assembly protein PilC
OPGKPABH_02679	CDS	1044	guaC	1.7.1.7	COG0516	GMP reductase
OPGKPABH_02680	CDS	621	coaE	2.7.1.24	COG0237	Dephospho-CoA kinase
OPGKPABH_02681	CDS	744	zapD			Cell division protein ZapD
OPGKPABH_02682	CDS	192	yacG		COG3024	DNA gyrase inhibitor YacG
OPGKPABH_02683	CDS	924	pgrR		COG0583	HTH-type transcriptional regulator PgrR
OPGKPABH_02684	CDS	990	iolS	1.1.1.-	COG0667	Aldo-keto reductase IolS
OPGKPABH_02685	CDS	396	mutT	3.6.1.55	COG0494	8-oxo-dGTP diphosphatase
OPGKPABH_02686	CDS	2706	secA	7.4.2.8	COG0653	Protein translocase subunit SecA
OPGKPABH_02687	CDS	498	secM			Secretion monitor
OPGKPABH_02688	CDS	918	lpxC	3.5.1.108	COG0774	UDP-3-O-acyl-N-acetylglucosamine deacetylase
OPGKPABH_02689	CDS	1152	ftsZ		COG0206	Cell division protein FtsZ
OPGKPABH_02690	CDS	1263	ftsA		COG0849	Cell division protein FtsA
OPGKPABH_02691	CDS	831	ftsQ			Cell division protein FtsQ
OPGKPABH_02692	CDS	921	ddlB	6.3.2.4	COG1181	D-alanine--D-alanine ligase B
OPGKPABH_02693	CDS	1476	murC	6.3.2.8	COG0773	UDP-N-acetylmuramate--L-alanine ligase
OPGKPABH_02694	CDS	1068	murG	2.4.1.227	COG0707	UDP-N-acetylglucosamine--N-acetylmuramyl-(pentapeptide) pyrophosphoryl-undecaprenol N-acetylglucosamine transferase
OPGKPABH_02695	CDS	1245	ftsW	2.4.99.28	COG0772	putative peptidoglycan glycosyltransferase FtsW
OPGKPABH_02696	CDS	1317	murD	6.3.2.9	COG0771	UDP-N-acetylmuramoylalanine--D-glutamate ligase
OPGKPABH_02697	CDS	1083	mraY	2.7.8.13	COG0472	Phospho-N-acetylmuramoyl-pentapeptide-transferase
OPGKPABH_02698	CDS	1359	murF	6.3.2.10	COG0770	UDP-N-acetylmuramoyl-tripeptide--D-alanyl-D-alanine ligase
OPGKPABH_02699	CDS	1488	murE	6.3.2.13	COG0769	UDP-N-acetylmuramoyl-L-alanyl-D-glutamate--2,6-diaminopimelate ligase
OPGKPABH_02700	CDS	1767	ftsI_1			penicillin-binding protein PBP3 FtsI
OPGKPABH_02701	CDS	366	ftsL		COG3116	Cell division protein FtsL
OPGKPABH_02702	CDS	942	rsmH	2.1.1.199	COG0275	Ribosomal RNA small subunit methyltransferase H
OPGKPABH_02703	CDS	459	mraZ		COG2001	Transcriptional regulator MraZ
OPGKPABH_02704	CDS	1005	cra		COG1609	Catabolite repressor/activator
OPGKPABH_02705	CDS	495	ilvH	2.2.1.6	COG0440	Acetolactate synthase isozyme 3 small subunit
OPGKPABH_02706	CDS	1725	ilvI	2.2.1.6	COG0028	Acetolactate synthase isozyme 3 large subunit
OPGKPABH_02707	CDS	945	leuO_1		COG0583	HTH-type transcriptional regulator LeuO
OPGKPABH_02708	CDS	1572	leuA	2.3.3.13		2-isopropylmalate synthase
OPGKPABH_02709	CDS	1092	leuB	1.1.1.85		3-isopropylmalate dehydrogenase
OPGKPABH_02710	CDS	1401	leuC1	4.2.1.33		3-isopropylmalate dehydratase large subunit 1
OPGKPABH_02711	CDS	606	leuD1	4.2.1.33		3-isopropylmalate dehydratase small subunit 1
OPGKPABH_02712	CDS	282				hypothetical protein
OPGKPABH_02713	CDS	123	sgrT			Putative inhibitor of glucose uptake transporter SgrT
OPGKPABH_02714	CDS	1659	sgrR_2		COG4533	HTH-type transcriptional regulator SgrR
OPGKPABH_02715	CDS	984	thiB			Thiamine-binding periplasmic protein
OPGKPABH_02716	CDS	1611	thiP			Thiamine transport system permease protein ThiP
OPGKPABH_02717	CDS	708	thiQ	7.6.2.15		Thiamine import ATP-binding protein ThiQ
OPGKPABH_02718	CDS	768	yabI		COG0586	Inner membrane protein YabI
OPGKPABH_02719	CDS	846	araC		COG4977	Arabinose operon regulatory protein
OPGKPABH_02720	CDS	1710	araB	2.7.1.16	COG1069	Ribulokinase
OPGKPABH_02721	CDS	1503	araA	5.3.1.4	COG2160	L-arabinose isomerase
OPGKPABH_02722	CDS	696	araD	5.1.3.4	COG0235	L-ribulose-5-phosphate 4-epimerase AraD
OPGKPABH_02723	CDS	420				hypothetical protein
OPGKPABH_02724	CDS	621				hypothetical protein
OPGKPABH_02725	CDS	2352	polB	2.7.7.7	COG0417	DNA polymerase II
OPGKPABH_02726	CDS	2907	rapA	3.6.4.-	COG0553	RNA polymerase-associated protein RapA
OPGKPABH_02727	CDS	660	rluA	5.4.99.28	COG0564	Dual-specificity RNA pseudouridine synthase RluA
OPGKPABH_02728	CDS	813	djlA		COG1076	Co-chaperone protein DjlA
OPGKPABH_02729	CDS	2361	lptD			LPS-assembly protein LptD
OPGKPABH_02730	CDS	1287	surA	5.2.1.8	COG0760	Chaperone SurA
OPGKPABH_02731	CDS	990	pdxA	1.1.1.262		4-hydroxythreonine-4-phosphate dehydrogenase
OPGKPABH_02732	CDS	822	rsmA	2.1.1.182	COG0030	Ribosomal RNA small subunit methyltransferase A
OPGKPABH_02733	CDS	378	apaG		COG2967	Protein ApaG
OPGKPABH_02734	CDS	849	apaH	3.6.1.41		Bis(5'-nucleosyl)-tetraphosphatase, symmetrical
OPGKPABH_02735	CDS	480				IS1595 family transposase ISSsu9
OPGKPABH_02736	CDS	327	kefC_2		COG0475	Glutathione-regulated potassium-efflux system protein KefC
OPGKPABH_02737	CDS	1524	kefC_3		COG0475	Glutathione-regulated potassium-efflux system protein KefC
OPGKPABH_02738	CDS	531	kefF	1.6.5.2	COG2249	Glutathione-regulated potassium-efflux system ancillary protein KefF
OPGKPABH_02739	CDS	1890				hypothetical protein
OPGKPABH_02740	CDS	291				hypothetical protein
OPGKPABH_02741	CDS	423				hypothetical protein
OPGKPABH_02742	CDS	231	ygdR_5			putative lipoprotein YgdR
OPGKPABH_02743	CDS	1341	ygcS		COG0477	Inner membrane metabolite transport protein YgcS
OPGKPABH_02744	CDS	288	fixX_2		COG2440	Ferredoxin-like protein FixX
OPGKPABH_02745	CDS	1287	thi4	2.4.2.59		Thiamine thiazole synthase
OPGKPABH_02746	CDS	942	fixB_2		COG2025	Protein FixB
OPGKPABH_02747	CDS	771	fixA_2		COG2086	Protein FixA
OPGKPABH_02748	CDS	1518	caiT		COG1292	L-carnitine/gamma-butyrobetaine antiporter
OPGKPABH_02749	CDS	1143	caiA_2	1.3.8.13	COG1960	Crotonobetainyl-CoA reductase
OPGKPABH_02750	CDS	1218	caiB	2.8.3.21	COG1804	L-carnitine CoA-transferase
OPGKPABH_02751	CDS	1554	caiC	6.2.1.48	COG0318	Crotonobetaine/carnitine--CoA ligase
OPGKPABH_02752	CDS	786	caiD	4.2.1.149	COG1024	Carnitinyl-CoA dehydratase
OPGKPABH_02753	CDS	597	caiE			Carnitine operon protein CaiE
OPGKPABH_02754	CDS	396				hypothetical protein
OPGKPABH_02755	CDS	3228	carB	6.3.4.16	COG0458	Carbamoyl phosphate synthase large chain
OPGKPABH_02756	CDS	1149	carA	6.3.5.5	COG0505	Carbamoyl phosphate synthase small chain
OPGKPABH_02757	CDS	822	dapB	1.17.1.8	COG0289	4-hydroxy-tetrahydrodipicolinate reductase
OPGKPABH_02758	CDS	909	citG_3	2.4.2.52	COG1767	2-(5''-triphosphoribosyl)-3'-dephosphocoenzyme-A synthase
OPGKPABH_02759	CDS	552	citX_2	2.7.7.61	COG3697	Apo-citrate lyase phosphoribosyl-dephospho-CoA transferase
OPGKPABH_02760	CDS	1521	citF_2	4.1.3.6		Citrate lyase alpha chain
OPGKPABH_02761	CDS	870	citE_2	4.1.3.6		Citrate lyase subunit beta
OPGKPABH_02762	CDS	294	citD_2			Citrate lyase acyl carrier protein
OPGKPABH_02763	CDS	969	citC_2	6.2.1.22	COG3053	[Citrate [pro-3S]-lyase] ligase
OPGKPABH_02764	CDS	1341	citS			Citrate/sodium symporter
OPGKPABH_02765	CDS	240	oadG2_1	7.2.4.2		Oxaloacetate decarboxylase gamma chain 2
OPGKPABH_02766	rRNA	75				5S ribosomal RNA
OPGKPABH_02767	CDS	438	yjaB	2.3.1.-	COG0456	Peptidyl-lysine N-acetyltransferase YjaB
OPGKPABH_02768	CDS	930	metAS	2.3.1.46	COG1897	Homoserine O-succinyltransferase
OPGKPABH_02769	CDS	1602	aceB	2.3.3.9	COG2225	Malate synthase A
OPGKPABH_02770	CDS	1305	aceA	4.1.3.1	COG2224	Isocitrate lyase
OPGKPABH_02771	CDS	1752	aceK	2.7.11.5	COG4579	Isocitrate dehydrogenase kinase/phosphatase
OPGKPABH_02772	CDS	435				hypothetical protein
OPGKPABH_02773	CDS	825	iclR		COG1414	Transcriptional repressor IclR
OPGKPABH_02774	CDS	3684	metH	2.1.1.13	COG0646	Methionine synthase
OPGKPABH_02775	CDS	1632				hypothetical protein
OPGKPABH_02776	CDS	690	pepE	3.4.13.21		Peptidase E
OPGKPABH_02777	CDS	540				hypothetical protein
OPGKPABH_02778	CDS	870	rluF	5.4.99.-	COG1187	Dual-specificity RNA pseudouridine synthase RluF
OPGKPABH_02779	CDS	273				hypothetical protein
OPGKPABH_02780	CDS	759	glcR_3		COG1349	HTH-type transcriptional repressor GlcR
OPGKPABH_02781	CDS	864	yidA_1	3.1.3.23	COG0561	Sugar phosphatase YidA
OPGKPABH_02782	CDS	840				hypothetical protein
OPGKPABH_02783	CDS	1590				hypothetical protein
OPGKPABH_02784	CDS	516				hypothetical protein
OPGKPABH_02785	CDS	1482				hypothetical protein
OPGKPABH_02786	CDS	633				hypothetical protein
OPGKPABH_02787	CDS	1116				hypothetical protein
OPGKPABH_02788	CDS	360				hypothetical protein
OPGKPABH_02789	CDS	123				hypothetical protein
OPGKPABH_02790	CDS	1548				hypothetical protein
OPGKPABH_02791	CDS	930	yfdH_2	2.4.1.-	COG0463	Prophage bactoprenol glucosyl transferase 
OPGKPABH_02792	CDS	723				hypothetical protein
OPGKPABH_02793	CDS	1044				hypothetical protein
OPGKPABH_02794	CDS	210				hypothetical protein
OPGKPABH_02795	CDS	954				hypothetical protein
OPGKPABH_02796	CDS	2355				hypothetical protein
OPGKPABH_02797	CDS	318				hypothetical protein
OPGKPABH_02798	CDS	525				hypothetical protein
OPGKPABH_02799	CDS	1428				hypothetical protein
OPGKPABH_02800	CDS	198				hypothetical protein
OPGKPABH_02801	CDS	456				hypothetical protein
OPGKPABH_02802	CDS	315				hypothetical protein
OPGKPABH_02803	CDS	573	mltF_1			Membrane-bound lytic murein transglycosylase F
OPGKPABH_02804	CDS	288				hypothetical protein
OPGKPABH_02805	CDS	348				hypothetical protein
OPGKPABH_02806	CDS	1350	lysC	2.7.2.4	COG0527	Lysine-sensitive aspartokinase 3
OPGKPABH_02807	CDS	1650	pgi	5.3.1.9	COG0166	Glucose-6-phosphate isomerase
OPGKPABH_02808	CDS	246				hypothetical protein
OPGKPABH_02809	CDS	639	gfcB			putative lipoprotein GfcB
OPGKPABH_02810	CDS	744				hypothetical protein
OPGKPABH_02811	CDS	2097				hypothetical protein
OPGKPABH_02812	CDS	411	psiE			Protein PsiE
OPGKPABH_02813	CDS	891	malG		COG3833	Maltose/maltodextrin transport system permease protein MalG
OPGKPABH_02814	CDS	1545	malF		COG1175	Maltose/maltodextrin transport system permease protein MalF
OPGKPABH_02815	CDS	1191	malE			Maltose/maltodextrin-binding periplasmic protein
OPGKPABH_02816	CDS	1110	malK	7.5.2.1		Maltose/maltodextrin import ATP-binding protein MalK
OPGKPABH_02817	CDS	1359	lamB			Maltoporin
OPGKPABH_02818	CDS	918				hypothetical protein
OPGKPABH_02819	CDS	498	ubiC	4.1.3.40	COG3161	Chorismate pyruvate-lyase
OPGKPABH_02820	CDS	873	ubiA	2.5.1.39		4-hydroxybenzoate octaprenyltransferase
OPGKPABH_02821	CDS	2421	plsB	2.3.1.15	COG2937	Glycerol-3-phosphate acyltransferase
OPGKPABH_02822	CDS	369	dgkA	2.7.1.107	COG0818	Diacylglycerol kinase
OPGKPABH_02823	CDS	609	lexA_2	3.4.21.88	COG1974	LexA repressor
OPGKPABH_02824	CDS	1326	dinF		COG0534	DNA damage-inducible protein F
OPGKPABH_02825	CDS	129				hypothetical protein
OPGKPABH_02826	CDS	213				hypothetical protein
OPGKPABH_02827	CDS	516	zur		COG0735	Zinc uptake regulation protein
OPGKPABH_02828	CDS	1311				hypothetical protein
OPGKPABH_02829	CDS	999	dusA	1.3.1.-	COG0042	tRNA-dihydrouridine(20/20a) synthase
OPGKPABH_02830	CDS	243	pspG			Phage shock protein G
OPGKPABH_02831	CDS	984	qorA	1.6.5.5	COG0604	Quinone oxidoreductase 1
OPGKPABH_02832	CDS	1416	dnaB	5.6.2.3	COG0305	Replicative DNA helicase DnaB
OPGKPABH_02833	CDS	1080	alr	5.1.1.1	COG0787	Alanine racemase, biosynthetic
OPGKPABH_02834	CDS	1194	tyrB	2.6.1.57	COG1448	Aromatic-amino-acid aminotransferase
OPGKPABH_02835	CDS	714	aphA	3.1.3.2	COG3700	Class B acid phosphatase
OPGKPABH_02836	CDS	417				hypothetical protein
OPGKPABH_02837	CDS	357	yjbR		COG2315	putative protein YjbR
OPGKPABH_02838	CDS	339				hypothetical protein
OPGKPABH_02839	CDS	444				hypothetical protein
OPGKPABH_02840	CDS	2826	uvrA		COG0178	UvrABC system protein A
OPGKPABH_02841	CDS	531	ssb			Single-stranded DNA-binding protein 1
OPGKPABH_02842	CDS	633				hypothetical protein
OPGKPABH_02843	CDS	1389				hypothetical protein
OPGKPABH_02844	CDS	1320	tolC_2		COG1538	Outer membrane protein TolC
OPGKPABH_02845	CDS	1278	prsE_1		COG0845	Type I secretion system membrane fusion protein PrsE
OPGKPABH_02846	CDS	16680				hypothetical protein
OPGKPABH_02847	CDS	2067	uup_2	3.6.1.-		ATP-binding protein Uup
OPGKPABH_02848	CDS	282				hypothetical protein
OPGKPABH_02849	CDS	1602	pdeC	3.1.4.52	COG4943	putative cyclic di-GMP phosphodiesterase PdeC
OPGKPABH_02850	CDS	324	soxS		COG2207	Regulatory protein SoxS
OPGKPABH_02851	CDS	459	soxR		COG0789	Redox-sensitive transcriptional activator SoxR
OPGKPABH_02852	CDS	669				hypothetical protein
OPGKPABH_02853	CDS	1350	ghxP		COG2252	Guanine/hypoxanthine permease GhxP
OPGKPABH_02854	CDS	1689	nhaK		COG0025	Sodium, potassium, lithium and rubidium/H(+) antiporter
OPGKPABH_02855	CDS	888	oxyR_1		COG0583	DNA-binding transcriptional dual regulator OxyR
OPGKPABH_02856	CDS	411	cidA			Holin-like protein CidA
OPGKPABH_02857	CDS	690	yohK_2		COG1346	Inner membrane protein YohK
OPGKPABH_02858	CDS	1650	actP		COG4147	Cation/acetate symporter ActP
OPGKPABH_02859	CDS	315	yjcH		COG3162	Inner membrane protein YjcH
OPGKPABH_02860	CDS	1959	acs_2	6.2.1.1		Acetyl-coenzyme A synthetase
OPGKPABH_02861	CDS	1437	nrfA	1.7.2.2	COG3303	Cytochrome c-552
OPGKPABH_02862	CDS	567	nrfB		COG3303	Cytochrome c-type protein NrfB
OPGKPABH_02863	CDS	672	ydhX		COG0437	putative ferredoxin-like protein YdhX
OPGKPABH_02864	CDS	957				hypothetical protein
OPGKPABH_02865	CDS	2223				hypothetical protein
OPGKPABH_02866	CDS	621	nrfG		COG4235	Formate-dependent nitrite reductase complex subunit NrfG
OPGKPABH_02867	CDS	1311	gltP		COG1301	Proton/glutamate-aspartate symporter
OPGKPABH_02868	CDS	690				hypothetical protein
OPGKPABH_02869	CDS	1680	fdhF_1	1.17.98.4	COG3383	Formate dehydrogenase H
OPGKPABH_02870	CDS	420	fdhF_2	1.17.98.4	COG3383	Formate dehydrogenase H
OPGKPABH_02871	CDS	909				hypothetical protein
OPGKPABH_02872	CDS	435	phnO	2.3.1.280		Aminoalkylphosphonate N-acetyltransferase
OPGKPABH_02873	CDS	444				hypothetical protein
OPGKPABH_02874	CDS	336				hypothetical protein
OPGKPABH_02875	CDS	1503	proP_2		COG0477	Proline/betaine transporter
OPGKPABH_02876	CDS	90				hypothetical protein
OPGKPABH_02877	CDS	1080	basS	2.7.13.3		Sensor protein BasS
OPGKPABH_02878	CDS	669	basR			Transcriptional regulatory protein BasR
OPGKPABH_02879	CDS	1644	eptA	2.7.-.-		Phosphoethanolamine transferase EptA
OPGKPABH_02880	CDS	1338	adiC			Arginine/agmatine antiporter
OPGKPABH_02881	CDS	762	adiY		COG2207	HTH-type transcriptional regulator AdiY
OPGKPABH_02882	CDS	2271	adiA	4.1.1.19	COG1982	Biodegradative arginine decarboxylase
OPGKPABH_02883	CDS	933	melR		COG2169	Melibiose operon regulatory protein
OPGKPABH_02884	CDS	1353	melA	3.2.1.22	COG1486	Alpha-galactosidase
OPGKPABH_02885	CDS	1431	melB			Melibiose permease
OPGKPABH_02886	CDS	1647	fumB_1	4.2.1.2	COG1838	Fumarate hydratase class I, anaerobic
OPGKPABH_02887	CDS	1341	dcuB		COG2704	Anaerobic C4-dicarboxylate transporter DcuB
OPGKPABH_02888	CDS	267				hypothetical protein
OPGKPABH_02889	CDS	720	dcuR		COG4565	Transcriptional regulatory protein DcuR
OPGKPABH_02890	CDS	1632	dcuS	2.7.13.3	COG3290	Sensor histidine kinase DcuS
OPGKPABH_02891	CDS	2430	dmsA_1	1.8.5.3	COG0243	Dimethyl sulfoxide reductase DmsA
OPGKPABH_02892	CDS	627	dmsB_2		COG0437	Anaerobic dimethyl sulfoxide reductase chain B
OPGKPABH_02893	CDS	774	dmsC_2		COG3302	Anaerobic dimethyl sulfoxide reductase chain C
OPGKPABH_02894	CDS	594	dmsD_2		COG3381	Tat proofreading chaperone DmsD
OPGKPABH_02895	CDS	1401				hypothetical protein
OPGKPABH_02896	CDS	861	yjiK		COG3204	putative protein YjiK
OPGKPABH_02897	CDS	363				hypothetical protein
OPGKPABH_02898	CDS	273				hypothetical protein
OPGKPABH_02899	CDS	876	gadX_1		COG2207	HTH-type transcriptional regulator GadX
OPGKPABH_02900	CDS	1002				hypothetical protein
OPGKPABH_02901	CDS	291				hypothetical protein
OPGKPABH_02902	CDS	534				IS256 family transposase IS285
OPGKPABH_02903	CDS	753	phoC	3.1.3.2		Major phosphate-irrepressible acid phosphatase
OPGKPABH_02904	tRNA	76				tRNA-Phe(gaa)
OPGKPABH_02905	CDS	576				hypothetical protein
